,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96
1606,-38333,4996,26045,-28393,-38448,6504,-58333,60851,6571,-8743,-15816,-293,-109370,111916,-21969,-42775,1287,5698,-48338,26125,-15623,-5690,-2919,22779,-5244,11692,13812,-2558,-103,36834,-2832,-3673,27354,-9760,43420,40603,-26372,-17728,12679,-216,12851,749,-18139,-459,3883,-17070,18112,3978,-5460,1339,-2933,-1694,24455,-9973,13106,15967,6543,-14638,26356,-1082,16390,-4780,-11768,5624,11730,-22982,-8921,-18939,28003,-8858,-23536,-176,-1371,-52671,18558,29116,-36216,26251,35024,-114656,45292,1215,-53491,23927,8077,-54883,61787,10707,-2847,1799,12628,-1531,5224,22478,8955,-6906
1607,8454,5880,-4171,-31394,5037,17126,69570,-16742,-22885,-22725,-21503,6843,117673,-15380,-55416,14792,15086,-6235,36506,-605,-1617,-15363,-19743,-2876,4915,-29004,4503,-8868,-26195,-9107,-19026,-10060,-28649,8859,-31958,-51677,-11226,-33215,-577,-8455,-24220,-36389,-2515,-22744,-7790,11474,-24312,-2451,-5879,-19571,-2848,14784,-16035,4625,-330,-27879,-23067,29512,-5549,3902,319,-5387,-4773,25016,11988,13741,-11694,14246,-14914,-16323,19062,-530,-42214,48318,-2037,-57143,23465,-24849,-138301,85317,-32082,-68945,30287,-23625,-85878,54989,-54536,-16905,25572,-23700,-21663,-208,-27147,-3113,6960,-19234
1608,-6996,17764,-20554,-6360,5350,-29726,-6198,12193,-19878,-43380,5623,20469,14166,-15586,-21564,3952,25739,-4166,10721,-9456,-18418,-11296,-8711,5676,-9699,-24121,-18390,-9941,-44852,32217,-32282,-26362,-18127,-54881,-4062,3440,5747,-37089,10663,-73564,-602,16392,-8191,-18550,2613,-108911,27115,42525,453,-10913,20188,-60646,30118,10202,25566,20013,20283,-38558,37196,19337,39124,20027,18798,-11960,16180,-17811,-2539,4013,-1174,-9678,19254,-886,-4175,5934,23981,-17190,12625,-8207,-22977,15863,34415,-3458,4946,766,-35019,-2433,13590,-25939,12325,5617,-32615,493,15707,-31790,28631,17988
1609,24708,42125,-16722,28093,29309,-31807,17128,105274,-41038,9706,46360,-32435,51070,44011,-49691,2530,10237,-21919,-18027,35796,-49741,-189,-30791,-38029,-11794,9741,-48537,9938,-2838,-16449,5540,30427,-33325,5510,-13021,-29945,-15897,-382,-15189,7811,-7678,-8544,1396,35660,-40950,-534,14679,-27703,-2533,7901,-17701,-2219,-3230,-26277,332,36774,-29699,-6717,2709,-38878,-1124,32106,-37494,12147,-15218,-38967,-4288,-1853,-13759,-2478,22281,-19333,-45704,69886,-44347,-37028,70740,-41744,-143353,140149,-83684,-18371,43834,-20787,-57390,90109,-54255,944,36232,-42900,30405,24272,-27565,22144,30422,-35956
1610,-1355,-3481,316,-108319,-6974,-70294,-26953,17549,-11047,-120407,6448,-50758,-21158,-8300,3992,-94521,27874,-22224,-56965,-23020,-2112,-126983,60341,9808,-14066,-23560,-17253,-77071,26933,377,19391,34347,6739,-33035,14131,-14302,-33838,5171,-14766,-8526,-6206,-31658,-29969,25860,10262,-11590,3693,16165,12151,-1378,21472,12856,2647,9013,14801,-2996,-10695,-2256,12304,15868,13144,55601,17077,7258,23766,-13046,475,20133,40018,-12857,1832,-1166,-16597,23389,2139,-8497,33963,28197,-6740,12650,16495,-2940,3899,-13477,-17368,8344,-10135,28392,26476,1293,7199,2337,6537,-1491,34674,2629
1611,16806,-13685,7599,-38108,-43990,13671,-8238,-17536,4902,3210,-13199,-2280,1012,-8920,-6482,-24089,-29188,2521,-20632,-18404,6190,-42065,17443,49409,-41368,-9612,-9995,-31248,-1010,15257,-10599,-42807,-806,-64463,17993,-2931,-37125,-5533,-4605,-42993,44518,-15223,-2048,-15153,-16812,-13839,7247,15198,14856,15087,-18376,-21935,9407,-4005,-6205,28808,738,-25876,42324,-15935,2855,72004,9139,431,47767,-19476,-30521,45509,-101,1343,4154,11290,-10864,50120,-5616,-435,35866,-24643,-7057,30921,168,-12616,12532,18463,-23941,35699,8240,-10880,6591,2924,-33394,-30600,26250,-2397,-9508,-10126
1612,-13990,-12172,-12983,-105279,-1154,10625,-8333,-14207,-16425,-64813,-16007,-23990,6764,29335,11632,-32247,6556,-2983,26073,-20736,22891,-42880,-14781,-1326,44518,-14174,16914,-8486,-8026,-14634,-12552,-31763,-8120,-2881,-2708,39602,-32311,7921,9932,-28385,-19459,-29573,16510,-18816,-18639,-2841,4594,-7741,-34888,-11391,-16502,-4209,2361,-14946,-22748,5034,-11576,-17213,-17979,-24059,-29951,-6282,9479,-9596,-3775,8883,-937,-5498,26841,2419,-6874,3139,-34909,-10002,-4883,-9359,3542,-20093,-23330,-23218,-6804,5864,-13389,-18311,-44406,-6119,-15801,2586,9562,-22789,10040,-33438,-6222,9600,-16916,-17077
1613,-4322,295,2670,3443,-32903,-2340,3591,7091,-7850,7417,15471,-14055,-15679,-13357,-6355,13862,5513,28133,-2441,10381,-5262,4059,13532,23828,-14505,5723,-8087,-23006,1433,829,-18275,-8018,16398,-31757,-50207,14458,-138721,84702,-30891,-89021,20763,-5736,-116296,54193,-55244,-22132,-475,-15499,-94226,17986,-16855,-8608,-3258,-6108,-37461,262,-18327,6210,18397,-14074,-859,-54620,-41298,31909,-8763,1162,28425,4269,-11116,10581,15626,-4360,16134,-21416,-30309,15734,9805,-9403,21016,-3451,-2102,40770,5178,-5192,6603,5049,-13329,36668,33137,2099,22188,20472,-11244,7020,18548,5444
1614,41114,-4913,-19051,10140,6678,-2551,81927,-26379,-17235,10755,5822,-10270,30613,-20970,16864,23512,-6339,26603,-12333,-16105,8536,-4596,-8039,-32810,-17935,-52383,18301,-3123,40,17877,-35293,1558,30650,-4038,-28134,7557,-6971,6858,-18682,-7840,16032,-16770,-3980,-3309,-28122,9514,8666,-22872,-33028,-3513,-32784,-8003,1402,257,-49451,37141,-9651,13559,11791,-1000,-69832,37526,1507,14057,51321,-35223,-41261,83738,-47882,8416,10981,-5003,-50310,25171,-26798,10130,-31830,-11345,24857,15222,-29651,34288,10001,-3078,29427,-22474,-52496,31076,3548,-26978,7190,-20802,-17005,-11621,-7217,-18996
1615,-2248,-15085,8675,29252,-115680,40819,-26216,4276,-950,-11543,-152846,43960,7039,-2202,2159,10785,-88611,6530,-5755,-2032,5071,-15105,-36063,9733,31941,10188,-14757,-8622,-7153,-8647,-4686,31302,-8991,51042,4886,7447,-32639,35634,16806,20302,27111,3728,-15336,30255,11853,24667,12317,2306,-63312,52288,-5338,-36573,20987,-20652,-33972,27597,-37206,-7353,28817,6191,-43820,-24308,-34340,-7882,6095,-9426,-57347,-17282,-10072,-35878,17082,-11048,-83349,6713,7569,-45099,35080,-26884,-158088,117863,-33517,-55026,38359,-26353,-76207,55093,-38145,-19806,16075,-31278,9132,23817,5114,6769,21001,-13754
1616,-15224,6069,-3604,-137763,7804,-11496,3025,-3595,-4733,-163188,39226,14960,-4958,-9995,-4736,-93007,14112,8840,-15247,612,-33276,-37686,36147,-16723,-2520,-14108,-13487,1531,913,14631,21592,-13848,-15291,-16170,-51601,-22649,30232,3184,-23833,14957,-24209,-24571,23675,23249,-19466,1774,-23367,-13916,63075,21887,766,37038,-887,33303,42263,-10721,28195,22978,-22799,-5347,6768,1767,49812,12647,2610,-7905,-6182,20140,18560,25418,15520,2150,12830,59966,1305,39904,10498,3606,148883,59284,8587,48469,1318,6974,70188,26964,5631,22788,1805,3990,21909,-21000,-360,20386,711,-2769
1617,-28171,-632,-8256,-46655,15706,16171,-93634,1399,-21929,-19971,-24753,12453,-97113,-17687,-12009,11482,-7599,13649,-22149,-3443,22554,5532,-11065,-1574,-18644,-43,28157,3216,-17801,26484,-13459,-74512,19019,-21458,2419,16364,15,-12224,26529,13909,-29535,24994,29566,-27797,-10585,39422,-4290,24613,41103,-11872,8356,23524,28239,-30115,-3052,-11515,-33648,20903,14664,806,44152,1033,-12539,-1509,5198,-4887,11157,-5967,-20972,15478,10670,493,14851,1660,-23815,-18153,3676,-4080,3873,14445,943,20283,5100,-19190,29906,21168,19175,-2130,4794,-11424,27741,-37834,-18649,-1277,-23386,-1156
1618,-8900,-25807,18242,20028,-31283,35960,23922,-56709,69309,1457,-46525,24985,39883,-8589,25961,-41528,-24784,25238,13550,21291,-9445,-8573,-7036,22517,8584,27312,18551,-27982,-22945,16576,-32167,-9330,5763,-29943,-4087,27423,-34125,29728,33627,-32800,26563,15444,-11588,31043,3610,-45359,20370,4286,-442,52152,12759,-43560,43041,-24977,-13958,13477,5944,-48392,16536,989,-36851,26613,-15137,-49132,40368,-1660,-51935,35307,-9036,-7881,-2437,-3350,-2608,38540,-14245,-15451,-39664,15433,17976,30734,17346,1157,-5535,5447,-688,4630,4171,13463,3277,1704,1371,13582,-14969,10264,-12865,-7327
1619,-10384,37197,-4243,-54992,31157,141,-82550,68693,369,-34668,50496,-4629,-71945,-30759,7800,36828,39842,13692,-37477,-72398,2615,17752,27652,12698,-20542,-22384,-17072,17378,39061,3699,16201,31656,-15356,1345,22615,-12063,42705,17286,-7989,24217,-2460,-18709,37076,6322,-13002,27378,-5970,-30146,23424,-23258,-13978,55816,-34672,-26425,-2950,6683,-28195,20600,-5661,-35780,18518,-22585,-40343,17987,-15548,-61129,31229,-23017,-42107,-1274,20581,-22728,28303,-49079,4772,-4620,28330,16349,369,-21841,3340,10196,5926,12412,14633,11647,-4900,-1092,-8095,8270,3037,-27805,-9061,-7322,15095,-955
1620,-7121,-2050,-4557,-45055,-13586,-21623,-18990,20951,12079,-20092,13076,-33443,1038,1652,4500,-27620,-3665,-21389,-44835,21067,-29992,-590,33537,-22652,-30658,36710,-7778,-36138,36617,-36755,-65677,7691,-16857,-91631,36786,-10343,-66388,31085,7230,-88292,3174,-9774,-63933,29931,10986,-33088,-12687,-16037,-10580,-12337,29321,43784,-16039,6012,-28133,-35658,-1194,14608,63,29083,950,-7739,68295,31248,-44362,27259,29028,-9220,36562,4952,4962,3566,-14772,-16096,41406,-21394,35859,22359,-2235,8489,-6360,-20738,-8994,-30594,-8146,-12682,-4662,-23222,-6005,14777,17807,19640,4981,-39813,-10237,-15541
1621,-15318,-8562,-4495,-29928,-3787,21402,-23493,-30553,-13810,-57358,6387,-39464,-55025,-31688,-49977,-123527,-46473,-36166,-73489,-23819,-11052,-115941,-11668,-48852,-87305,-6812,-4836,-158757,46299,14326,-64468,-25884,-32768,-82229,741,19072,-35436,-17210,-448,3373,-21430,13426,20030,-40296,-3875,-5209,-7790,-4882,24842,-14439,-1243,-3484,-4203,-2340,7129,12036,16125,12159,7928,-37905,19812,19434,-581,2219,13006,-2753,8819,-5870,-27187,-5025,13892,-370,2333,19644,-18799,3456,28409,-22822,-11381,30037,-27066,-9218,16952,-15425,-6424,12876,-27859,-29790,14685,5891,-23230,31704,7512,-5395,21423,-25291
1622,6166,-5112,-4007,21455,-13600,-13855,30433,-23882,28990,6223,31172,9849,14832,-198,46777,46831,8743,-10059,11146,-8564,37965,188,-26332,8818,10943,-23477,35837,12823,1368,23189,-1639,-3183,36017,27051,-13086,10,13460,21253,15410,12126,13344,-8071,-2296,40350,1779,1686,31826,5158,33397,12618,-17619,14650,-8121,-11665,-6321,26556,-12950,16886,35004,-19969,3236,4159,-22590,36874,20933,-8793,-33759,48495,2427,-16721,21768,-9284,-56433,80378,-16147,-50986,30343,-27618,-145483,139230,-66526,-84724,8170,-21526,-106099,44163,-28259,-39933,-7255,-28812,-6035,-13616,-12814,11422,-37492,-28833
1623,987,20575,-18493,-32277,-6119,-43863,-8326,-1337,-32226,-21281,-23517,-36225,17831,-12896,-6078,9698,-8298,-31636,-22636,2263,-11665,-32372,-3897,-6717,-22766,2191,-19679,-21867,24638,-21420,-46665,33879,14132,-56619,36285,-1118,-159921,106973,-2229,-82725,85318,-13644,-97514,115868,-10864,-51697,68187,-8685,-372,72600,4062,3418,38677,-62,-10940,79593,-2221,32438,30531,17625,29106,19258,-31850,28638,46739,-15863,37196,4331,-27995,17999,26428,-5008,21133,5696,-3629,50776,46402,-1810,-18227,39245,26367,25887,29039,7009,8572,-9052,2309,18932,47764,4482,-962,-4936,-3814,12072,2262,12546
1624,-37928,-27737,18342,-38362,-13593,8360,-29481,-49223,27576,-12812,-7354,17455,-27995,-16726,27038,1076,7364,-7206,4215,6946,-7415,-17587,-1315,-2959,-17094,31075,273,636,14465,-21002,12943,3336,-4125,16157,69,-19254,6170,27172,812,-3322,13814,-21697,-5286,18145,-2035,702,6177,16861,-9432,-5119,1645,-22389,13072,5998,-143,40420,-21385,-2520,34107,11514,-40118,57323,-19053,-27845,14732,5377,-37272,49191,-16521,-50114,-5372,-11608,-40861,12554,-16902,-19156,27945,3555,-13000,-9183,6234,-32606,14819,16434,-28699,-36353,-7582,-45884,6503,-13413,-4255,6904,-779,-13561,10875,-5361
1625,-5053,-16176,-8215,-17594,15153,-15127,18264,-9909,-27590,26117,26224,-21157,14350,28394,-14318,28011,46999,-13912,24339,36037,-19378,25678,47177,-32075,36154,17612,-27950,15251,16294,-4166,9873,17621,-1173,21790,26968,-16578,12745,13722,-27573,6551,6344,-9982,-10999,28406,2070,-26520,24992,-11348,-2030,47990,-25164,-748,7833,-5930,-11069,14471,-22438,-2320,38292,-40476,-48474,30037,-31486,-21574,37973,-35033,-33273,-10496,-7692,6737,-15402,-1800,-46269,-45836,8580,-62128,5134,-14812,-10021,15687,-754,-22248,-22195,-5293,-22171,-52405,15240,-4103,-38075,-7432,25186,-38148,14656,-10390,17488,16522
1626,-13494,-3651,3526,-5040,-9188,6468,719,-10230,-20007,16625,9431,7613,-20121,-1586,-25616,-16075,13788,20024,-10057,-19951,727,-14796,-6521,-4865,-24960,16984,1435,-57067,30859,2340,-22007,4301,-18457,-57588,32682,660,-50649,28417,-8186,-73774,48715,-7714,-60312,18600,11361,-66797,43739,4469,-39887,9206,-5743,-20129,25138,16298,-27880,-5962,-10676,-14354,-14141,7822,-15214,-18116,3833,-9217,1981,-28757,-29719,-4666,-11904,-9522,-7405,-1263,-15847,-7867,8553,-35940,-29336,27216,8893,-43702,11332,-6178,-2676,-19719,-5311,11738,4879,1264,-15334,3968,31553,-8235,45127,2557,-9239,-6790
1627,5359,7452,-5174,-78326,40522,-32554,-15029,26163,-12696,-63608,56893,-14105,-12024,23401,1540,-30157,81474,-2764,-8665,60768,-6122,-18306,54134,1158,-13280,60058,7622,7774,36508,19174,-28512,46855,19872,31782,22658,-25197,19968,32002,-35056,6818,14829,-12786,66381,10780,-17478,24038,-8303,6970,12615,21142,-20977,16674,30328,16367,24240,28619,-20797,-6771,22689,13391,-10526,39067,16174,-7317,34752,-3433,-4278,35179,2902,18644,15709,1839,4566,39000,-4903,-8469,34305,11587,16444,72055,-10789,13391,35044,-320,31552,29498,-5216,15535,37987,6051,23361,-12488,-25746,11093,12524,10343
1628,-4084,32213,-15506,-21473,-25511,9098,-6412,-34035,-17783,-44776,-58354,-26391,-16241,-19126,-31457,-43129,-52146,8171,-31854,-59484,-11037,-36670,-72319,-14681,-35121,-26154,4292,-22997,-17619,-27422,-21126,-32962,9940,18583,13248,36060,-38649,-658,11512,-13883,3862,-1509,-16578,25584,5040,-8131,27057,-20945,-44043,-660,10375,-11628,21504,1615,-43656,13768,25413,-49025,27158,-3910,-39274,51763,7140,-68846,37687,-10485,-74780,63499,20123,-29887,77871,-7903,-95240,29562,-25885,-78915,48561,-13423,-212274,154975,-24743,-88922,80071,-1541,-86916,144905,-6061,-55260,81928,-1345,8910,12546,-19941,-1261,-14922,-3031
1629,9964,-12444,-16539,-30743,-18890,14722,10711,-5964,-18726,10427,-45663,8480,9820,25347,-24554,3603,14378,1462,19480,7564,-10347,160,-11213,-706,10326,21724,-30775,33648,32054,-16095,5064,6730,-15168,19386,3691,-12582,-19532,31042,-13720,-4043,-20805,11381,-31774,26536,12003,-7819,-10832,21984,-95071,15708,39054,10499,-11437,10824,-50421,13388,-3729,-14470,-8056,5588,-29780,-1998,-21419,2093,4007,-32124,-12608,6870,-2587,-18044,6137,-16642,3498,-12742,4949,-29833,-12505,-5598,-54589,8708,29074,-22849,4590,8420,-21554,27303,-20437,-3181,16511,-8852,-9722,-4257,14174,-7234,-7873,-10805
1630,-342,16591,14613,14309,40740,5515,-29864,43841,17000,2857,41101,-16620,12666,18674,29695,-30237,44417,5174,13402,17478,18447,9798,4456,25370,4585,8787,-14622,-65847,-3664,-3697,-64321,7144,-3562,-34820,5567,-3000,-88220,22704,-21706,-47890,29283,-13030,-56515,-22372,-21213,-35522,30938,-5975,-39795,42449,-18677,-20828,10420,12497,-13087,45858,20830,-9948,21097,10328,-37145,19292,-6411,4308,31760,-35101,-37026,-15081,-26017,-7752,-62,-8062,-54300,216,-29924,-10882,8084,16623,-7731,-766,-3945,-19956,-19898,-9598,-46037,13188,-6254,10049,2919,14306,-29123,-31370,-906,6356,-6549,15024
1631,-50434,-11809,-11112,-4828,17038,35183,-90154,-29058,-44406,-19077,-4697,-3837,-45310,24547,-15388,-1520,12061,-950,-18473,-7398,-7533,-27810,34816,-5270,-26414,17849,4991,-19914,22076,-4602,-25395,13427,21929,-19414,31003,4164,-44656,23962,24826,-18068,5479,-2659,-27264,19454,5761,-28188,20265,-2181,-78470,28616,417,-36369,6971,2624,-69391,-18242,13522,-52774,20080,-6141,-68081,-20289,-14441,-54592,26267,-8306,-43465,-12913,3296,-22727,2835,-3112,-37243,-12840,25699,12815,-7448,14397,-19840,1129,29370,15514,1144,25757,-6392,-8461,35699,-4854,14196,-3376,-17199,-23288,-6975,-6274,-35839,12100
1632,-53906,-3155,-9733,-887,17859,35531,-95872,-12959,-33186,-21880,-822,-5569,-40651,30726,-5087,-784,12989,515,-19525,-2804,-3119,-25125,40806,-2575,-22119,21136,6940,-18434,26222,-2973,-20153,15945,29127,-11856,32877,11749,-39236,29212,33987,-16140,8014,7456,-23637,22178,8729,-19681,20559,12169,-72419,38828,9711,-30956,9475,16469,-72065,-8746,11773,-47076,27918,8658,-70025,-12103,-8367,-52409,35264,-3805,-43766,-7105,7823,-22530,6219,-3066,-36591,-7994,31299,13958,-10674,20665,-20285,4059,28434,17975,-3160,25240,-6010,-7864,35241,-3314,15126,-820,-20917,-19966,-5456,-9965,-35925,13901
1633,11210,1492,-9791,-13240,4506,-17801,26739,-4650,-16478,-835,28566,-12495,12025,-22036,-4972,-26775,-3725,-38311,-32202,-8027,-12755,-15077,-22160,-33217,4435,-25596,10377,-16334,-17559,-2713,-14052,34121,14722,-5256,-9240,-5865,-17287,33678,32567,-2291,1500,52058,33801,21700,54296,-20291,3499,60021,3677,6805,14997,-25257,-14066,9056,-6928,9403,-13159,-19786,-41471,-3786,-25363,-27251,-4404,-20730,-31664,11304,-41009,20798,-4336,-28838,6688,4827,-52847,45781,-6662,-43909,47704,15571,-148876,95518,-36556,-62539,-23321,-6630,-74901,48506,-46963,-27125,15033,2248,-22765,44696,2447,15434,8868,2721
1634,7235,-15959,8213,16214,12318,14761,-2043,-28903,2462,36952,-6135,17677,-17731,-33839,16563,8850,39754,23763,-3070,20291,21145,-16306,21016,28313,-16645,-36378,18174,-17685,17724,-3544,34695,-2776,-4315,-11251,21725,-9443,22886,32536,-41216,-17681,18190,-58297,49,-27216,-64102,-13904,4300,-37466,-9887,21289,-36139,-27851,39225,-14912,6156,21139,-8262,-46359,33148,2708,-35623,45727,-7294,-42453,18479,1468,12799,55105,-8019,2889,24879,-1818,40479,61485,-814,44596,21764,401,103418,107991,48150,-20618,27066,36240,71797,22812,67132,13973,10814,1675,46850,4525,2594,7361,2035,-18448
1635,12667,7153,-12830,33047,-2141,7155,-15340,3265,-9112,31546,-15793,-11430,-58554,41623,-7894,-15155,-23303,-25277,-79713,66338,-19968,9208,-18121,-3290,-61276,68104,-1757,14237,-15680,11890,-26049,34804,-36590,-32963,-8693,-7079,-26775,17987,-25280,1543,-17826,-15268,4985,-15328,-10057,-29385,10724,-1638,-47039,40002,-6639,5201,-4807,25827,-14029,-10095,-1567,-23563,10041,25950,25863,-30897,-339,-18472,1478,-12615,1959,-11897,23368,2217,-1505,7891,-9731,-3892,-1034,-15778,19739,-3892,-27406,17756,-14354,-2764,16657,-8316,9563,-16546,5122,-8656,-7216,843,1679,4567,7463,-12631,-13536,7211
1636,-15135,-17701,8906,-21845,-26074,31015,-14414,-13230,-10831,-227,-44791,20087,25238,-48193,-6996,9188,-42596,-11541,5884,-28764,-11634,-8555,-20251,-15888,10260,-35496,-15787,-3439,365,5585,14390,-55415,-5923,-9944,-33206,-23557,-11238,-46402,-12749,-49904,-27422,-21503,-25507,4324,-22957,-63018,-28311,-32095,-14126,-34853,-18840,-39009,9736,-13224,-9794,24341,-36900,-35422,19711,-44146,-57939,79378,-23317,-39391,1863,-28148,-49933,92287,-25845,-20759,17564,-1634,-51029,33202,-18499,-71720,8156,-25137,-50305,-13400,-45282,-16305,-53643,-18090,-11493,11906,-4177,-37010,2950,-51544,315,-32327,-3149,20247,-13937,-16932
1637,871,-6660,3428,4921,-63872,13237,19044,13792,6484,-23951,-57846,9012,15650,-10208,25071,-21465,4738,26722,-5540,9593,17532,-4120,-20855,3896,2431,-43897,17722,-13893,-19742,-14436,-39596,-34408,-7923,-7952,-20492,-14944,-97200,-3167,-22969,-34692,-32506,-31726,-53347,-44584,-8464,-29670,-15210,-20089,-39568,-14086,6973,-15736,-62247,-28784,-33107,-53673,-10218,-46277,-25443,-33500,-6389,-16943,16370,-3793,-19466,-2619,-38036,27646,-9821,15681,-16147,-3186,13407,-39269,-22080,26249,-32985,-9796,-11131,-22791,10466,38846,-56156,-6960,22569,-37769,-10758,44535,-8957,-20,43184,-4885,-7485,47916,14794,-3268
1638,784,-6475,3378,9551,-63503,14136,17860,14770,7213,-19264,-59611,11596,15820,-9213,24984,-22356,3677,28030,-5903,8729,18671,-2925,-20633,8475,4705,-43213,18334,-11796,-20840,-11705,-37237,-37453,-9359,-6416,-20720,-11254,-95417,-11219,-25114,-31608,-34906,-28004,-49209,-47993,-8499,-27966,-17678,-16480,-38638,-17322,6247,-8607,-63569,-23293,-28314,-56208,-12824,-42659,-29420,-31725,-6335,-16522,14983,-1928,-19367,864,-40345,25098,-15920,16923,-14938,-2784,15850,-38248,-25068,30141,-31306,-7969,-9264,-24501,8613,43386,-54058,-6143,25686,-36299,-10304,45945,-6029,686,43840,-1633,-6927,47279,18683,-4891
1639,-62286,3778,4809,-38845,-59066,13019,-58140,7338,7275,-15726,-45051,27338,-12084,19842,-31370,-24052,-14580,-4272,-20088,-7902,11454,-4303,-2894,18022,-2433,-16360,1906,4603,-6326,4819,22793,-35242,12189,-14157,14364,5440,-2162,-10543,38100,-11820,5585,-4286,-15532,1759,22239,-21868,-20485,11574,-8535,23608,-7159,-18272,22424,-16507,-17659,15543,-8734,-44036,1990,-11171,-16643,15408,-7908,-26008,2544,409,-29938,-379,1046,-45470,14590,-505,-19338,37281,7650,-9508,42971,-518,-17166,19084,331,-27418,24666,8004,-41824,34177,17125,-18856,37351,7107,-42047,-1579,-3685,-22353,3265,-5826
1640,-61847,9750,4139,-43046,-55563,13423,-55876,12522,9885,-18636,-43032,25630,-9954,21240,-29099,-25940,-10539,-7401,-20610,-5918,8354,-5020,-3007,16665,-3630,-16332,545,3575,-5889,2378,20504,-39690,7385,-11396,15003,10811,-856,-12605,38232,-8905,4720,-871,-12523,1145,24443,-22787,-19609,9347,-5533,23087,-7236,-15560,23689,-13213,-15569,16132,-6803,-41985,5304,-3776,-13910,16174,-7318,-23950,3417,2475,-28704,2860,2502,-43433,18448,852,-14099,39033,10097,-6526,45100,2397,-14140,19959,221,-25068,27715,9433,-36039,37670,22152,-13887,39114,9010,-40299,1732,1423,-21278,5121,-5036
1641,-860,13617,-9381,4263,6726,14694,-18808,17654,-18172,30857,-16981,-12860,4533,-5125,-32092,6566,-24072,-20714,4561,-34260,-31396,-11919,-56609,-6296,33596,8431,-14636,-31632,-47809,-47183,-35085,-27892,-54028,-42963,-22847,-35738,-50782,-6078,-380,-67709,-15952,-60840,-37928,-45001,-34517,-67104,-12845,-31945,-33505,18930,-35548,-77105,15115,-15550,-27713,49114,13518,-58834,36299,11368,-38066,47542,22982,-35160,45068,4190,-50075,40513,148,-29523,32988,-620,-91919,63004,4004,-70835,-11938,12944,-168891,109793,-48167,-85293,73041,-7746,-125330,94105,-39289,-44630,3955,-24803,-50617,30791,1745,-14712,-44506,-10148
1642,5064,12505,-9053,19580,-9247,41883,-8678,26852,-340,18116,-38357,13813,-7008,3771,-23247,-17473,-18879,-635,-16734,-22863,-6810,-38419,-40358,12978,30733,-5452,-16386,-57470,-11765,-53073,-46411,-1017,-23788,-54002,7752,-6530,-43866,19732,19058,-74703,35135,-14752,-60548,-15912,-10695,-73664,33702,-11951,-25911,40998,-5537,-56730,52955,8579,9426,48508,24947,-27383,62903,15372,-1603,57397,30911,6320,51048,30253,-8702,51455,32914,2248,37390,27516,-31417,96039,51503,-55447,21517,35763,-62956,177748,54384,-16393,100928,50010,-36421,137644,52528,-24044,19346,16622,-22231,48554,20033,-44913,-24489,-13368
1643,-10525,2298,-28171,-36145,4820,-6811,-69569,53962,-16210,-49715,26023,-21612,-19964,11409,-26478,-66109,-8083,-26279,-35535,-20247,-17711,-54108,-6744,-24071,11177,-65847,-39424,-17479,-16468,9657,-6135,-65806,-19389,19326,-41470,17157,-1198,-10011,-6763,16647,-19512,-9232,4581,-22745,15152,4705,-10710,11873,4364,-24580,-1754,-8433,-9565,45952,-8107,-31609,2938,81,-41841,9980,9859,-13386,-16398,-13936,-28181,-4758,-17885,-29846,-840,-25642,-54209,-8878,-17074,4502,6320,-59006,-32595,-11494,-13744,-10971,-13796,-13,-13619,-9801,-23355,5918,3218,-17769,-13797,30359,-10185,-50084,-19343,7169,-47020,4010
1644,-10362,19652,-14755,-4528,20753,34683,8536,82139,20606,2430,46318,40380,-2772,27568,4260,-38024,43617,41201,-43423,19412,-10748,-31399,32818,33290,-41218,-46189,-6304,-30877,3929,-13499,-54508,-29117,-15099,-21284,-44270,-12399,-15117,1120,-19666,-20066,-14517,-56554,-16668,-16730,-14186,-13552,-8816,-26880,-16792,-18020,5018,-12798,-10866,10938,-17137,-31123,29672,-32716,-35455,16914,-2894,-17171,-5611,-32105,-8882,3330,-31671,-13438,10799,-64015,-12199,-10795,-4998,7196,-4282,-52445,9835,28807,-13957,902,3368,-5036,-15481,13618,-14662,23208,279,-14280,-10558,5379,-33556,-35836,26645,-27690,-36988,3576
1645,-18579,-34771,15306,-23729,-85356,-19608,-39344,-45494,19461,-105299,-63915,-7947,-58106,-27212,-1578,-139481,-7867,-18600,-13012,-18911,-3279,-93112,28249,18457,14047,-3793,-20158,-55340,35733,27320,6780,31707,-8617,92,-15035,19322,37803,2767,5584,43844,-35603,-5484,5086,-3685,-9808,8369,4362,12278,246,-12261,15253,23080,16276,6679,-17982,-35168,-21864,14457,-26665,8990,12410,-8974,-1129,12111,7958,-5561,18465,-16088,13495,-6090,-11294,2226,283,-34531,-14301,1922,-30653,-32377,1391,-10128,-12772,-10940,6822,-21732,-21526,-6079,-3105,18161,6854,-6917,14292,3788,-26708,-2444,5526,-5531
